RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,VVD (%),D66,D66 (%),PVV (Partij voor de Vrijheid),PVV (Partij voor de Vrijheid) (%),CDA,CDA (%),SP (Socialistische Partij),SP (Socialistische Partij) (%),Partij van de Arbeid (P.v.d.A.),Partij van de Arbeid (P.v.d.A.) (%),GROENLINKS,GROENLINKS (%),Forum voor Democratie,Forum voor Democratie (%),Partij voor de Dieren,Partij voor de Dieren (%),ChristenUnie,ChristenUnie (%),Volt,Volt (%),JA21,JA21 (%),Staatkundig Gereformeerde Partij (SGP),Staatkundig Gereformeerde Partij (SGP) (%),DENK,DENK (%),50PLUS,50PLUS (%),BBB,BBB (%),BIJ1,BIJ1 (%),CODE ORANJE,CODE ORANJE (%),NIDA,NIDA (%),Splinter,Splinter (%),Piratenpartij,Piratenpartij (%),JONG,JONG (%),Trots op Nederland (TROTS),Trots op Nederland (TROTS) (%),Lijst Henk Krol,Lijst Henk Krol (%),NLBeter,NLBeter (%),"Blanco (Zeven, A.J.L.B.)","Blanco (Zeven, A.J.L.B.) (%)",LP (Libertaire Partij),LP (Libertaire Partij) (%),OPRECHT,OPRECHT (%),JEZUS LEEFT,JEZUS LEEFT (%),DE FEESTPARTIJ (DFP),DE FEESTPARTIJ (DFP) (%),U-Buntu Connected Front,U-Buntu Connected Front (%),Vrij en Sociaal Nederland,Vrij en Sociaal Nederland (%),Partij van de Eenheid,Partij van de Eenheid (%),Wij zijn Nederland,Wij zijn Nederland (%),Partij voor de Republiek,Partij voor de Republiek (%),Modern Nederland,Modern Nederland (%),De Groenen,De Groenen (%)
Weststellingwerf,GM0098,25914.0,0.4989580921509609,0.5010419078490391,4.7,5.0,5.5,5.8,4.9,20.5,29.6,17.6,6.4,81.8,38.2,43.6,32.8,50.8,8.7,7.7,92.2,7.8,4.1,3.8,0.8,0.4,0.3,0.1,2.2,118.0,32.0,34.7,33.3,2.24,11711.0,0.006660404747673128,53.0,64.6,35.2,0.2,211.0,2994.0,0.4572478289913159,0.240814963259853,0.0768203072812291,0.1923847695390781,0.0327321309285237,2555.0,0.162426614481409,0.2054794520547945,0.223091976516634,0.0528375733855185,0.0626223091976516,0.172211350293542,0.12133072407045,41348.0,8304.0,2960.0,751.0,11221.0,525400.0,0.0,0.0,0.0,0.0,0.0,1545449.0,3.7,1.1,0.0,63.0,4.6,14.0,13.6,547.0,534.0,64.0,62.0,514.0,0.8754863813229572,0.0856031128404669,0.036964980544747,228.45,16.0,64.0,21073,16515,15,26,16474,3424,0.207842661,1728,0.104892558,2258,0.137064465,2093,0.127048683,1277,0.077516086,1355,0.082250819,526,0.0319291,1112,0.067500304,593,0.035996115,385,0.023370159,193,0.01171543,368,0.02233823,94,0.005705961,36,0.002185262,166,0.010076484,522.0,0.031686294,20,0.001214034,62,0.003763506,37,0.002245963,48.0,0.002913682,35,0.00212456,18.0,0.001092631,40.0,0.002428068,18.0,0.001092631,15.0,0.000910526,0.0,0,10,0.000607017,10.0,0.000607017,14.0,0.000849824,0.0,0,0.0,0,9.0,0.000546315,0.0,0,0.0,0,6.0,0.00036421,0.0,0,2.0,0.000121403
Assen,GM0106,68599.0,0.4953570751760229,0.504642924823977,4.5,5.3,6.2,6.5,5.3,23.1,28.8,15.3,5.0,74.9,39.4,35.5,37.4,45.5,11.0,6.1,83.8,16.2,8.0,8.3,0.5,0.6,0.7,0.6,5.9,838.0,38.6,29.0,32.5,2.12,32154.0,0.011476021645829447,393.0,58.8,40.6,0.5,195.0,9135.0,0.4438970990695128,0.2330596606458675,0.0673234811165845,0.2026272577996715,0.0530925013683634,4715.0,0.015906680805938492,0.1272534464475079,0.256627783669141,0.0869565217391304,0.0848356309650053,0.2735949098621421,0.1558854718981972,3109.0,4541.0,2.0,116.0,4.0,37984.0,0.0,0.0,0.0,0.0,0.0,349288.0,30.2,0.5,0.0,48.0,5.1,8.2,8.0,487.0,451.0,50.0,63.0,506.0,0.9347826086956522,0.0019762845849802,0.0632411067193675,83.45,10.0,109.0,53867,42590,72,73,42445,7842,0.184756744,6628,0.156155024,3725,0.087760631,3579,0.084320886,3446,0.081187419,3929,0.092566851,2324,0.05475321,2159,0.050865826,1546,0.036423607,3399,0.080080104,709,0.01670397,804,0.01894216,310,0.007303569,220,0.005183178,433,0.010201437,378.0,0.008905643,140,0.003298386,156,0.003675345,60,0.001413594,151.0,0.003557545,76,0.001790552,59.0,0.001390034,109.0,0.002568029,29.0,0.000683237,38.0,0.000895276,56.0,0.001319354,26,0.000612557,70.0,0.001649193,34.0,0.000801037,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,0.000235599,0.0,0
Coevorden,GM0109,35297.0,0.4984276284103465,0.5015723715896535,4.3,4.7,5.5,6.3,4.8,19.1,30.8,18.4,6.0,82.8,38.1,44.6,31.1,52.5,8.7,7.8,90.8,9.2,5.3,3.9,0.1,0.2,0.2,0.5,2.9,119.0,31.6,34.9,33.4,2.23,15555.0,0.0011571841851494697,53.0,69.3,30.5,0.2,210.0,4084.0,0.4644955925563173,0.227228207639569,0.0808031341821743,0.1922135161606268,0.0352595494613124,3185.0,0.13814756671899528,0.1554160125588697,0.2480376766091051,0.0502354788069073,0.0800627943485086,0.1993720565149136,0.1287284144427001,31412.0,2141.0,653.0,715.0,40260.0,311659.0,0.0,0.0,0.0,0.0,0.0,1784292.0,33.3,1.5,0.0,30.5,1.4,18.4,14.8,559.0,544.0,70.0,71.0,887.0,0.8759864712514093,0.0935738444193912,0.0304396843291995,299.69,9.0,68.0,28398,22543,34,34,22475,5087,0.226340378,2499,0.111190211,3103,0.138064516,2915,0.129699666,1577,0.070166852,1941,0.086362625,625,0.027808676,1244,0.055350389,611,0.027185762,574,0.025539488,246,0.010945495,543,0.024160178,150,0.006674082,37,0.001646274,229,0.010189099,736.0,0.032747497,30,0.001334816,76,0.003381535,7,0.000311457,52.0,0.002313682,26,0.001156841,29.0,0.001290323,48.0,0.002135706,26.0,0.001156841,16.0,0.000711902,15.0,0.000667408,6,0.000266963,11.0,0.000489433,14.0,0.000622914,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,8.89878E-05,0.0,0
Emmen,GM0114,107048.0,0.498253120095658,0.501746879904342,4.2,4.8,5.4,6.1,5.3,21.3,29.8,17.6,5.5,77.2,36.3,40.9,33.8,48.5,10.1,7.6,87.6,12.4,6.9,5.4,0.3,0.4,0.4,0.8,3.5,319.0,34.8,32.2,33.0,2.16,49308.0,0.005009329114950921,147.0,62.1,37.8,0.1,173.0,12590.0,0.4422557585385226,0.2430500397140587,0.0902303415409054,0.1870532168387609,0.0374106433677521,8140.0,0.055896805896805894,0.1855036855036855,0.2727272727272727,0.0632678132678132,0.089066339066339,0.1971744471744471,0.1363636363636363,17077.0,4897.0,104.0,428.0,58344.0,1159248.0,0.0,0.0,0.0,0.0,0.0,2088456.0,68.8,1.2,0.8,7.9,1.7,9.9,9.8,532.0,514.0,48.0,79.0,1185.0,0.9122362869198312,0.0649789029535864,0.0219409282700421,346.26,27.0,83.0,85911,64761,120,89,64552,11658,0.180598587,6371,0.098695625,11938,0.184936175,7033,0.108950923,6227,0.096464866,5750,0.089075474,1830,0.028349238,4516,0.069959103,1663,0.025762176,1865,0.028891436,646,0.010007436,1288,0.019952906,319,0.004941752,322,0.004988227,918,0.014221093,971.0,0.015042137,118,0.001827984,243,0.003764407,42,0.000650638,150.0,0.002323708,99,0.001533647,105.0,0.001626596,198.0,0.003067295,63.0,0.000975957,57.0,0.000883009,44.0,0.000681621,31,0.000480233,38.0,0.000588673,42.0,0.000650638,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.0,0.00010844,0.0,0
Hoogeveen,GM0118,55699.0,0.5004039569830697,0.4995960430169303,4.9,5.5,6.1,6.3,5.5,23.1,27.0,16.1,5.6,80.1,41.0,39.1,33.7,49.9,9.2,7.2,88.9,11.1,5.8,5.3,0.1,0.3,0.3,0.6,4.0,437.0,34.5,30.9,34.5,2.23,25236.0,0.008598827072436203,198.0,61.4,37.8,0.8,188.0,6716.0,0.4617331745086361,0.2410661107802263,0.0949970220369267,0.1724240619416319,0.0297796307325789,4350.0,0.05057471264367816,0.2,0.2873563218390804,0.060919540229885,0.0908045977011494,0.1919540229885057,0.1195402298850574,18128.0,2408.0,2395.0,162.0,24979.0,243959.0,0.0,0.0,0.0,0.0,0.0,593100.0,16.7,0.5,0.0,45.6,2.0,18.9,16.5,505.0,484.0,47.0,79.0,515.0,0.9048543689320389,0.0116504854368932,0.0834951456310679,129.25,13.0,48.0,43427,34017,70,44,33903,5814,0.171489249,2715,0.080081409,5587,0.164793676,4917,0.145031413,2398,0.070731204,2064,0.060879568,848,0.025012536,2600,0.076689379,689,0.020322685,2430,0.071675073,280,0.008258856,754,0.02223992,700,0.02064714,119,0.003510014,369,0.010883993,665.0,0.019614783,48,0.001415804,142,0.00418842,16,0.000471935,83.0,0.002448161,49,0.0014453,234.0,0.006902044,127.0,0.003745981,33.0,0.000973365,14.0,0.000412943,36.0,0.001061853,22,0.00064891,94.0,0.002772616,53.0,0.001563283,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,8.84877E-05,0.0,0
Meppel,GM0119,33920.0,0.4885908018867924,0.5114091981132075,4.7,5.4,6.4,6.5,5.4,23.6,28.0,15.3,4.7,75.3,40.3,35.0,35.4,48.0,10.4,6.2,88.0,12.0,5.8,6.2,1.9,0.3,0.6,0.1,3.4,611.0,36.7,30.0,33.3,2.16,15851.0,0.015267175572519083,285.0,57.7,42.3,0.0,213.0,4662.0,0.4513084513084513,0.1861861861861861,0.0583440583440583,0.2578292578292578,0.0463320463320463,2895.0,0.037996545768566495,0.1347150259067357,0.2504317789291883,0.082901554404145,0.0898100172711571,0.2694300518134715,0.1364421416234887,9000.0,1357.0,40.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307893.0,6.9,0.3,0.0,54.4,2.2,15.5,20.7,494.0,463.0,45.0,53.0,292.0,0.8732876712328768,0.0616438356164383,0.0650684931506849,57.03,14.0,46.0,26794,22080,31,33,22016,4764,0.216388081,3197,0.145212573,2141,0.097247456,2363,0.107331032,1634,0.07421875,1580,0.071765988,984,0.044694767,1099,0.049918241,834,0.037881541,1219,0.055368823,401,0.018214026,496,0.02252907,135,0.006131904,161,0.007312863,211,0.009583939,269.0,0.012218387,65,0.002952398,80,0.003633721,49,0.002225654,91.0,0.004133358,28,0.001271802,41.0,0.001862282,48.0,0.002180233,14.0,0.000635901,22.0,0.000999273,45.0,0.002043968,6,0.000272529,25.0,0.001135538,13.0,0.00059048,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,4.54215E-05,0.0,0
Almelo,GM0141,73107.0,0.5005266253573529,0.499473374642647,4.8,5.1,5.9,6.5,5.8,23.9,28.2,15.0,4.8,72.8,38.6,34.3,36.7,46.4,10.3,6.6,73.7,26.3,10.4,15.9,0.8,0.5,0.5,7.9,6.2,1087.0,36.6,28.2,35.2,2.19,33549.0,0.007630629825032043,499.0,54.6,45.3,0.1,183.0,9388.0,0.4284192586280358,0.2333830421815083,0.0754154239454622,0.217937792927141,0.0448444823178525,5490.0,0.023679417122040074,0.1876138433515482,0.2805100182149362,0.070127504553734,0.1065573770491803,0.2140255009107468,0.1183970856102003,6764.0,1349.0,36.0,99.0,44653.0,209232.0,0.0,0.0,0.0,0.0,2600.0,273517.0,12.5,0.8,0.0,51.3,2.1,14.1,19.3,478.0,443.0,34.0,74.0,540.0,0.9425925925925924,0.0111111111111111,0.0462962962962962,69.41,12.0,68.0,55728,40939,125,61,40753,8416,0.206512404,4501,0.110445857,6293,0.15441808,5184,0.127205359,2758,0.067675999,2379,0.05837607,1414,0.034696832,2685,0.06588472,1062,0.026059431,1296,0.03180134,545,0.013373249,882,0.021642578,225,0.005521066,1485,0.036439035,386,0.009471695,416.0,0.010207837,78,0.00191397,149,0.003656173,99,0.002429269,63.0,0.001545898,81,0.001987584,46.0,0.001128751,89.0,0.002183888,38.0,0.000932447,31.0,0.00076068,31.0,0.00076068,24,0.000588914,40.0,0.000981523,34.0,0.000834294,0.0,0,3.0,7.36142E-05,0.0,0,13.0,0.000318995,7.0,0.000171766,0.0,0,0.0,0,0.0,0
Borne,GM0147,23312.0,0.4994852436513383,0.5005147563486616,5.6,5.9,5.9,6.1,4.6,22.6,27.4,16.7,5.3,83.4,43.0,40.4,31.4,54.2,7.7,6.8,89.0,11.0,6.3,4.8,0.0,0.2,0.2,1.6,2.8,897.0,28.0,33.9,38.1,2.36,9954.0,0.013261000602772756,383.0,69.4,30.4,0.2,257.0,2923.0,0.4656175162504276,0.1878207321245296,0.0687649674991447,0.2309271296613068,0.0468696544645911,1775.0,0.030985915492957747,0.1464788732394366,0.2507042253521127,0.0591549295774647,0.1183098591549295,0.2535211267605634,0.1352112676056338,5862.0,18.0,4.0,70.0,3500.0,18230.0,0.0,0.0,0.0,0.0,0.0,131049.0,6.4,2.6,0.0,51.7,1.0,14.5,23.6,510.0,490.0,47.0,56.0,207.0,0.8743961352657005,0.0628019323671497,0.0628019323671497,26.16,2.0,15.0,18415,15711,26,20,15665,3898,0.248834982,2123,0.135525056,1659,0.105904883,3368,0.215001596,982,0.06268752,778,0.049664858,482,0.030769231,642,0.040983083,314,0.020044686,251,0.016022981,224,0.014299394,279,0.017810405,45,0.002872646,45,0.002872646,118,0.007532716,262.0,0.016725184,12,0.000766039,38,0.00242579,3,0.00019151,27.0,0.001723588,19,0.001212895,14.0,0.000893712,26.0,0.001659751,9.0,0.000574529,10.0,0.000638366,9.0,0.000574529,7,0.000446856,9.0,0.000574529,7.0,0.000446856,0.0,0,0.0,0,0.0,0,1.0,6.38366E-05,4.0,0.000255346,0.0,0,0.0,0,0.0,0
Dalfsen,GM0148,28587.0,0.5051596879700563,0.4948403120299436,5.2,5.5,6.1,7.1,5.3,20.3,29.3,16.0,5.3,82.1,43.4,38.6,32.1,56.3,5.2,6.4,94.1,5.9,3.3,2.6,0.1,0.2,0.1,0.1,2.2,173.0,27.0,34.4,38.7,2.44,11889.0,0.015224156783581463,72.0,74.5,25.3,0.2,304.0,3764.0,0.4643995749202975,0.2021785334750265,0.0722635494155154,0.2138682252922423,0.0472901168969181,2755.0,0.18148820326678766,0.1524500907441016,0.2087114337568058,0.0508166969147005,0.0907441016333938,0.2068965517241379,0.1107078039927404,44601.0,2405.0,4491.0,715.0,79007.0,853879.0,0.0,102704.0,0.0,0.0,3000.0,1135853.0,4.2,1.3,0.0,60.9,3.2,12.8,17.6,578.0,554.0,79.0,62.0,592.0,0.8868243243243243,0.1081081081081081,0.0050675675675675,166.52,3.0,36.0,22525,19421,20,21,19380,4210,0.217234262,2217,0.114396285,1519,0.078379773,4014,0.207120743,827,0.042672859,812,0.041898865,499,0.025748194,750,0.03869969,353,0.018214654,1744,0.08998968,215,0.011093911,427,0.022033024,433,0.022342621,4,0.000206398,150,0.007739938,984.0,0.050773994,16,0.000825593,30,0.001547988,1,5.15996E-05,24.0,0.00123839,28,0.001444788,24.0,0.00123839,29.0,0.001496388,17.0,0.000877193,11.0,0.000567595,17.0,0.000877193,6,0.000309598,6.0,0.000309598,10.0,0.000515996,0.0,0,2.0,0.000103199,0.0,0,1.0,5.15996E-05,0.0,0,0.0,0,0.0,0,0.0,0
Deventer,GM0150,100719.0,0.4940775821840963,0.5059224178159036,4.9,5.4,5.8,6.2,6.1,25.3,28.0,13.5,4.7,68.1,37.5,30.6,40.2,44.3,9.7,5.8,77.7,22.3,9.1,13.2,0.4,0.6,0.6,6.7,4.9,771.0,39.2,28.0,32.7,2.12,45988.0,0.0033269548577889883,352.0,55.2,44.3,0.5,223.0,13192.0,0.4394329896907216,0.1926167374166161,0.0595815645845967,0.2452243784111582,0.0631443298969072,8315.0,0.037282020444978956,0.1142513529765484,0.2230907997594708,0.0829825616355983,0.0877931449188214,0.3108839446782922,0.1437161755862898,17365.0,1432.0,7841.0,491.0,29855.0,664207.0,0.0,0.0,0.0,0.0,0.0,728814.0,6.5,0.6,0.0,55.3,3.1,16.0,18.5,445.0,418.0,34.0,72.0,717.0,0.9316596931659692,0.0348675034867503,0.0334728033472803,134.33,15.0,69.0,79181,61428,138,109,61181,11527,0.188408166,11110,0.181592324,5182,0.084699498,4401,0.071934097,4147,0.067782481,4788,0.07825959,4457,0.072849414,2444,0.039947042,2760,0.045112045,1624,0.026544189,1864,0.030466975,907,0.014824864,183,0.002991125,1948,0.03183995,534,0.0087282,1863.0,0.03045063,322,0.005263072,157,0.002566156,70,0.001144146,214.0,0.003497818,156,0.002549811,91.0,0.00148739,116.0,0.001896013,46.0,0.000751867,46.0,0.000751867,83.0,0.00135663,34,0.000555728,59.0,0.000964352,22.0,0.000359589,0.0,0,4.0,6.53798E-05,0.0,0,8.0,0.00013076,14.0,0.000228829,0.0,0,0.0,0,0.0,0
Enschede,GM0153,159640.0,0.5107679779503884,0.4892320220496116,4.5,4.9,5.2,6.5,9.4,25.9,25.6,13.5,4.3,64.1,34.8,29.2,44.7,39.6,9.6,6.0,69.7,30.3,12.8,17.5,1.3,0.7,1.2,5.5,8.7,1134.0,46.2,25.4,28.3,1.97,75222.0,0.0066469915716146875,534.0,48.5,51.3,0.2,194.0,26902.0,0.2990112259311575,0.145565385473199,0.0480633410155378,0.2319901866032265,0.275369860976879,12005.0,0.015410245730945439,0.1307788421491045,0.2628071636817992,0.0916284881299458,0.100374843815077,0.2544773011245314,0.1445231153685964,7682.0,829.0,1184.0,281.0,9779.0,83848.0,0.0,0.0,0.0,0.0,0.0,369686.0,3.5,0.2,0.0,59.1,5.7,12.6,18.8,428.0,406.0,33.0,78.0,1001.0,0.955044955044955,0.0189810189810189,0.0259740259740259,142.72,10.0,70.0,120141,90423,206,176,90041,15071,0.167379305,12361,0.137281905,12150,0.134938528,10162,0.112859697,6145,0.068246688,5896,0.065481281,4908,0.054508502,6263,0.069557202,2851,0.031663353,2845,0.031596717,3547,0.039393165,1607,0.017847425,363,0.004031497,2437,0.027065448,722,0.008018569,529.0,0.005875101,448,0.004975511,282,0.003131907,202,0.002243422,243.0,0.002698771,306,0.003398452,139.0,0.001543741,140.0,0.001554847,65.0,0.000721893,68.0,0.000755212,83.0,0.000921802,56,0.000621939,32.0,0.000355394,44.0,0.000488666,0.0,0,15.0,0.000166591,0.0,0,14.0,0.000155485,47.0,0.000521984,0.0,0,0.0,0,0.0,0
Haaksbergen,GM0158,24311.0,0.5029410554892847,0.4970589445107153,4.2,4.7,5.8,6.6,5.1,19.3,30.1,18.2,6.0,83.8,39.2,44.6,33.4,51.8,7.0,7.8,87.5,12.5,6.7,5.8,0.3,0.2,0.2,2.5,2.7,232.0,29.1,34.4,36.5,2.34,10497.0,0.006573306659045442,100.0,68.6,31.2,0.1,250.0,3112.0,0.4521208226221079,0.2066195372750642,0.0687660668380462,0.2181876606683804,0.054305912596401,2215.0,0.13318284424379231,0.1693002257336343,0.2257336343115124,0.0564334085778781,0.1083521444695259,0.1986455981941309,0.110609480812641,18042.0,1587.0,64.0,227.0,77140.0,124839.0,0.0,0.0,0.0,0.0,0.0,571236.0,6.4,0.1,0.0,46.9,2.0,20.2,24.5,547.0,526.0,57.0,58.0,430.0,0.9232558139534884,0.0441860465116279,0.0348837209302325,105.5,8.0,29.0,19407,16094,35,31,16028,3772,0.235338158,1973,0.12309708,1724,0.107561767,3535,0.220551535,947,0.059084103,698,0.04354879,362,0.022585475,704,0.043923135,327,0.020401797,179,0.011167956,203,0.012665336,363,0.022647866,38,0.002370851,226,0.014100324,131,0.008173197,651.0,0.040616421,24,0.00149738,48,0.002994759,3,0.000187172,30.0,0.001871724,16,0.000998253,14.0,0.000873471,20.0,0.001247816,10.0,0.000623908,6.0,0.000374345,6.0,0.000374345,3,0.000187172,3.0,0.000187172,3.0,0.000187172,0.0,0,3.0,0.000187172,0.0,0,3.0,0.000187172,3.0,0.000187172,0.0,0,0.0,0,0.0,0
Hardenberg,GM0160,60948.0,0.5074325654656429,0.4925674345343571,5.3,5.8,6.2,7.0,5.9,22.8,28.3,14.1,4.6,75.6,42.7,32.9,33.8,53.3,6.6,6.2,93.1,6.9,3.8,3.1,0.1,0.1,0.1,0.2,2.5,195.0,28.3,32.3,39.4,2.45,24810.0,0.014429665457476823,79.0,70.1,29.1,0.8,224.0,8111.0,0.4469239304648009,0.2295647885587473,0.1031931944273209,0.1839477253113056,0.0363703612378251,5260.0,0.15019011406844107,0.1910646387832699,0.2366920152091254,0.053231939163498,0.0760456273764258,0.1787072243346007,0.1140684410646387,78856.0,4770.0,10069.0,548.0,130505.0,2612911.0,0.0,56539.0,0.0,18624.0,0.0,2203885.0,27.3,2.4,0.0,33.5,1.6,17.2,18.0,542.0,519.0,61.0,52.0,1068.0,0.9054307116104868,0.0805243445692883,0.0149812734082397,317.15,29.0,70.0,47554,39349,70,43,39236,7433,0.189443368,2941,0.074956672,4398,0.112090937,7721,0.196783566,1913,0.048756244,1618,0.041237639,773,0.019701295,2233,0.05691202,602,0.015343052,4594,0.117086349,386,0.009837904,847,0.021587318,743,0.018936691,31,0.000790091,506,0.01289632,1976.0,0.050361913,39,0.000993985,122,0.003109389,6,0.000152921,67.0,0.001707615,36,0.000917525,57.0,0.001452747,75.0,0.00191151,28.0,0.00071363,16.0,0.000407789,21.0,0.000535223,8,0.000203894,15.0,0.000382302,23.0,0.000586196,0.0,0,0.0,0,0.0,0,6.0,0.000152921,2.0,5.09736E-05,0.0,0,0.0,0,0.0,0
Hellendoorn,GM0163,35916.0,0.498747076511861,0.501252923488139,4.9,5.1,6.1,6.6,5.2,21.7,28.2,17.1,5.2,81.5,41.1,40.5,31.7,54.4,6.6,7.2,93.0,7.0,4.1,2.9,0.0,0.1,0.1,0.4,2.3,260.0,28.1,33.7,38.2,2.4,14889.0,0.004902948485459063,108.0,72.3,27.4,0.3,256.0,4631.0,0.4567048153746491,0.2090261282660332,0.0768732455193262,0.2176635715828115,0.0397322392571798,2790.0,0.10931899641577061,0.1630824372759856,0.2491039426523297,0.050179211469534,0.1075268817204301,0.1989247311827957,0.1200716845878136,19327.0,3298.0,12056.0,287.0,88780.0,434914.0,0.0,0.0,0.0,0.0,0.0,616983.0,5.9,0.5,0.0,53.7,2.3,17.7,19.9,559.0,508.0,56.0,59.0,522.0,0.9444444444444444,0.0191570881226053,0.0363984674329501,138.99,9.0,39.0,28457,24140,35,22,24083,5412,0.224722834,2700,0.112112278,2193,0.091060084,5618,0.233276585,1312,0.054478263,932,0.038699498,624,0.025910393,1068,0.044346635,443,0.018394718,1192,0.049495495,283,0.011751028,519,0.021550471,182,0.007557198,41,0.001702446,181,0.007515675,1003.0,0.041647635,32,0.001328738,96,0.003986214,9,0.000373708,45.0,0.001868538,34,0.001411784,19.0,0.000788938,40.0,0.001660923,14.0,0.000581323,8.0,0.000332185,12.0,0.000498277,7,0.000290661,41.0,0.001702446,20.0,0.000830461,0.0,0,1.0,4.15231E-05,0.0,0,0.0,0,2.0,8.30461E-05,0.0,0,0.0,0,0.0,0
Hengelo,GM0164,81140.0,0.50264974118807,0.49735025881193,4.3,4.9,5.7,6.4,6.0,24.1,28.5,14.9,5.2,70.9,36.4,34.5,38.5,45.7,9.5,6.3,76.7,23.3,9.7,13.6,0.3,0.7,0.6,5.7,6.3,1334.0,39.4,28.6,32.0,2.11,38701.0,0.003643316710162528,636.0,56.4,43.4,0.3,201.0,10917.0,0.4162315654483832,0.2028029678483099,0.0609141705596775,0.2314738481267747,0.0885774480168544,6890.0,0.015239477503628448,0.1284470246734397,0.2503628447024673,0.0907111756168359,0.1124818577648766,0.2692307692307692,0.1335268505079825,4466.0,840.0,25.0,266.0,5432.0,0.0,0.0,0.0,0.0,0.0,0.0,186066.0,8.0,8.3,0.3,51.4,1.8,10.5,19.7,592.0,460.0,46.0,67.0,534.0,0.9438202247191012,0.0149812734082397,0.0411985018726591,61.83,10.0,62.0,63414,49573,105,100,49368,9759,0.197678658,7143,0.144688867,5296,0.107275968,6989,0.141569438,3971,0.08043672,3221,0.065244693,2303,0.046649652,2783,0.056372549,1637,0.033159131,1127,0.022828553,1166,0.023618538,1139,0.023071625,180,0.003646087,864,0.017501215,436,0.008831632,415.0,0.008406255,188,0.003808135,164,0.00332199,36,0.000729217,136.0,0.002754821,107,0.002167396,56.0,0.001134338,80.0,0.001620483,28.0,0.000567169,25.0,0.000506401,31.0,0.000627937,21,0.000425377,23.0,0.000465889,34.0,0.000688705,0.0,0,5.0,0.00010128,0.0,0,0.0,0,5.0,0.00010128,0.0,0,0.0,0,0.0,0
